customer_id,name,email,phone,address,registration_date,loyalty_status,transaction_id,amount,transaction_date,product_category,payment_method,store_location,country_code,CallingCode
12,Christine Delgado,yfarrell@example.net,+1 3108349008,"PSC 4025, Box 2078, APO AA 61121",18-04-2024,Bronze,126.0,3696.64,2025-02-15 19:59:56,Beauty,Cash,Online,AA,1
12,Christine Delgado,yfarrell@example.net,+1 3108349008,"PSC 4025, Box 2078, APO AA 61121",18-04-2024,Bronze,560.0,2532.5501263157894,2025-02-08 02:57:55,Beauty,Debit Card,Miami,AA,1
13,Joseph Brennan,khernandez@example.com,+691 4867891647,"8890 Keller Hills, North Paul, FM 64749",28-04-2024,Gold,301.0,2532.5501263157894,2025-03-18 04:40:03,Beauty,Debit Card,Chicago,FM,691
13,Joseph Brennan,khernandez@example.com,+691 4867891647,"8890 Keller Hills, North Paul, FM 64749",28-04-2024,Gold,967.0,631.85,2025-02-18 17:30:32,Home,Cash,Online,FM,691
14,Eric Thomas,spencer75@example.com,+57 4341305478,"352 Joel Extension Suite 962, New Anthony, CO 33299",09-05-2024,Bronze,Not Available,2532.5501263157894,Not Available,Not Available,Not Available,Not Available,CO,57
15,Laura Perez,sdavid@example.com,+691 3193105560,"1518 Green Locks Suite 348, New Brent, FM 51849",04-12-2024,Gold,504.0,3194.72,2025-06-01 14:13:06,Beauty,Debit Card,Online,FM,691
16,Erin Matthews,uhunter@example.net,+972 4807803711,"67623 Morgan Hollow, Hillshire, IL 78665",12-11-2023,Bronze,531.0,322.34,2025-04-05 11:19:25,Clothing,Debit Card,Los Angeles,IL,972
16,Erin Matthews,uhunter@example.net,+972 4807803711,"67623 Morgan Hollow, Hillshire, IL 78665",12-11-2023,Bronze,635.0,492.19,2025-01-23 18:39:00,Clothing,Cash,Miami,IL,972
17,Melissa Alvarado,parkjohn@example.net,+1 4118574974,"USNS Austin, FPO AP 52643",24-06-2024,Gold,116.0,404.66,2025-05-15 09:16:08,Home,Debit Card,New York,AP,1
17,Melissa Alvarado,parkjohn@example.net,+1 4118574974,"USNS Austin, FPO AP 52643",24-06-2024,Gold,374.0,2445.23,2025-02-18 22:07:41,Home,Credit Card,Chicago,AP,1
17,Melissa Alvarado,parkjohn@example.net,+1 4118574974,"USNS Austin, FPO AP 52643",24-06-2024,Gold,681.0,4752.12,2025-05-31 10:50:45,Sports,Cash,Miami,AP,1
18,Mr. Ernest Dunn,kelseybrown@example.net,+1 6875437471,"3112 Lydia Freeway Suite 927, South Susan, RI 11726",27-01-2025,Gold,570.0,2929.47,2025-03-18 13:34:29,Beauty,Credit Card,Miami,RI,1
19,David Johnson,marynelson@example.org,+680 2444392274,"992 Harris Pines Suite 049, North Marychester, PW 73177",21-02-2025,Silver,4.0,2532.5501263157894,2025-04-30 15:26:23,Sports,Debit Card,Los Angeles,PW,680
19,David Johnson,marynelson@example.org,+680 2444392274,"992 Harris Pines Suite 049, North Marychester, PW 73177",21-02-2025,Silver,99.0,4361.19,2025-05-27 16:17:17,Electronics,Credit Card,Chicago,PW,680
19,David Johnson,marynelson@example.org,+680 2444392274,"992 Harris Pines Suite 049, North Marychester, PW 73177",21-02-2025,Silver,546.0,1600.94,2025-03-24 15:39:10,Beauty,Debit Card,Online,PW,680
20,Wayne Morales,qwilliams@example.com,+1 8755593832,"15344 Hill Pike, Matthewport, FL 45434",22-02-2025,Gold,195.0,746.43,2025-04-02 02:14:27,Home,PayPal,Miami,FL,1
20,Wayne Morales,qwilliams@example.com,+1 8755593832,"15344 Hill Pike, Matthewport, FL 45434",22-02-2025,Gold,291.0,3402.3,2025-03-24 02:17:33,Electronics,PayPal,Miami,FL,1
20,Wayne Morales,qwilliams@example.com,+1 8755593832,"15344 Hill Pike, Matthewport, FL 45434",22-02-2025,Gold,874.0,3934.82,2025-05-04 10:16:59,Sports,Credit Card,Online,FL,1
21,Michael Vincent,jonesjeffrey@example.com,+1 6859354111,"455 Moore Orchard, New Richardhaven, RI 42023",13-06-2024,Silver,176.0,4674.53,2025-02-25 15:55:18,Clothing,Credit Card,Miami,RI,1
22,Tammie Mcgee,nsullivan@example.com,+356 1768402659,"6371 Long Path Apt. 940, South Anthonyton, MT 86683",24-10-2024,Silver,721.0,640.83,2025-05-04 03:33:13,Sports,Cash,Los Angeles,MT,356
23,Marisa Martinez,zward@example.org,+1 2216091291,"5029 Wall Mountain Suite 847, New Chelseabury, IA 90393",29-03-2025,Bronze,442.0,1908.49,2025-04-21 01:10:46,Beauty,Debit Card,Online,IA,1
24,Crystal Peterson,taylorcharles@example.com,+1 4307111833,"Unit 5741 Box 1124, DPO AA 18219",07-08-2023,Bronze,133.0,979.81,2025-06-13 05:19:21,Electronics,PayPal,Online,AA,1
24,Crystal Peterson,taylorcharles@example.com,+1 4307111833,"Unit 5741 Box 1124, DPO AA 18219",07-08-2023,Bronze,141.0,1164.89,2025-06-05 09:17:17,Clothing,Debit Card,Chicago,AA,1
24,Crystal Peterson,taylorcharles@example.com,+1 4307111833,"Unit 5741 Box 1124, DPO AA 18219",07-08-2023,Bronze,717.0,4292.9,2025-03-18 08:24:05,Home,Cash,Los Angeles,AA,1
25,Jeremy Alexander,smithkevin@example.com,+1 1199699309,"1520 Reid Turnpike, Clarkville, CA 39102",13-06-2025,Silver,493.0,591.95,2025-05-13 06:44:39,Beauty,Debit Card,Online,CA,1
26,James Graham,chawkins@example.net,+379 9976567695,"2809 Young Squares, Lisaside, VA 53732",10-03-2024,Gold,868.0,3378.58,2025-04-27 11:24:04,Clothing,Debit Card,Los Angeles,VA,379
27,William Morrison,browningdavid@example.org,+1 4866768923,"76577 Keith Falls, West Melissashire, NC 55275",01-08-2024,Gold,214.0,2887.52,2025-05-15 08:47:35,Clothing,Debit Card,Chicago,NC,1
27,William Morrison,browningdavid@example.org,+1 4866768923,"76577 Keith Falls, West Melissashire, NC 55275",01-08-2024,Gold,753.0,3558.59,2025-04-25 08:18:22,Electronics,PayPal,Miami,NC,1
27,William Morrison,browningdavid@example.org,+1 4866768923,"76577 Keith Falls, West Melissashire, NC 55275",01-08-2024,Gold,813.0,2468.38,2025-05-16 04:49:59,Home,PayPal,Los Angeles,NC,1
28,Brandon Hall,brandon hall@example.com,+57 9741233048,"8143 Robert Cove Apt. 103, Sanchezport, CO 78231",07-04-2024,Gold,210.0,2404.43,2025-05-11 16:03:42,Clothing,Credit Card,Chicago,CO,57
29,Morgan Wilson,michelle12@example.net,+1 2584802466,"05880 Hudson Row, Jessefurt, KS 54128",04-11-2024,Silver,Not Available,2532.5501263157894,Not Available,Not Available,Not Available,Not Available,KS,1
30,Heather Hill,qwillis@example.com,+249 4424568115,"4339 Brown Crescent, Lambchester, SD 62832",15-12-2024,Silver,946.0,1252.53,2025-06-01 10:04:29,Home,Cash,Miami,SD,249
31,Louis Beasley,bjones@example.net,+1 2343113270,"71975 Smith Drive Suite 746, Bairdmouth, MP 70886",18-09-2023,Bronze,905.0,258.16,2025-05-28 23:35:33,Sports,Credit Card,Miami,MP,1
32,Julie Shelton,ryanpatel@example.net,+1 3071035146,"USNS Brown, FPO AP 55711",02-12-2024,Gold,70.0,1272.21,2025-04-03 07:26:00,Sports,Debit Card,Miami,AP,1
32,Julie Shelton,ryanpatel@example.net,+1 3071035146,"USNS Brown, FPO AP 55711",02-12-2024,Gold,469.0,4664.71,2025-05-06 10:40:47,Sports,PayPal,Los Angeles,AP,1
33,Erin Stephens,kyle83@example.com,+57 6494438577,"5911 Amy Creek Suite 329, Michaelside, CO 25722",02-08-2024,Silver,137.0,4934.62,2025-03-28 19:03:18,Electronics,Cash,Online,CO,57
33,Erin Stephens,kyle83@example.com,+57 6494438577,"5911 Amy Creek Suite 329, Michaelside, CO 25722",02-08-2024,Silver,224.0,3477.45,2025-05-29 09:29:52,Home,Credit Card,New York,CO,57
34,Christopher Powers,nsimmons@example.com,+355 3412772276,"27599 David Mews, Juliefort, AL 92098",09-06-2024,Silver,456.0,4270.26,2025-04-21 20:03:33,Sports,PayPal,Chicago,AL,355
34,Christopher Powers,nsimmons@example.com,+355 3412772276,"27599 David Mews, Juliefort, AL 92098",09-06-2024,Silver,522.0,1037.02,2025-04-13 01:06:52,Electronics,Credit Card,Chicago,AL,355
35,Rachel Lang,huntcourtney@example.org,+1 3437768211,"PSC 5662, Box 7419, APO AA 70596",13-11-2024,Silver,130.0,3691.23,2025-01-18 18:29:24,Home,Debit Card,Online,AA,1
35,Rachel Lang,huntcourtney@example.org,+1 3437768211,"PSC 5662, Box 7419, APO AA 70596",13-11-2024,Silver,495.0,2947.59,2025-04-25 16:52:12,Clothing,Credit Card,New York,AA,1
35,Rachel Lang,huntcourtney@example.org,+1 3437768211,"PSC 5662, Box 7419, APO AA 70596",13-11-2024,Silver,593.0,73.2,2025-06-10 03:55:57,Home,Debit Card,New York,AA,1
36,Christopher Clark,christopher clark@example.com,+356 1196093438,"2325 Danielle Knolls Suite 719, Gabrielleview, MT 11649",13-01-2024,Gold,709.0,990.05,2025-04-15 06:24:06,Clothing,Credit Card,New York,MT,356
37,Jessica Hardy,cherylray@example.org,+692 2448757801,"8293 Martin Ridges Apt. 444, Lake Erikfort, MH 63270",13-08-2024,Gold,204.0,1944.72,2025-02-03 17:50:58,Sports,Credit Card,Miami,MH,692
38,Paul Collins,brittanychase@example.com,+1 9958207641,"895 Anthony Lodge Suite 819, North Cassandra, TX 86555",05-07-2024,Bronze,Not Available,2532.5501263157894,Not Available,Not Available,Not Available,Not Available,TX,1
39,Lauren Fisher,wesley32@example.net,+1 4695073423,"9633 Victoria Loop Apt. 271, Hannahside, MS 96656",14-06-2025,Gold,Not Available,2532.5501263157894,Not Available,Not Available,Not Available,Not Available,MS,1
40,Amy Gates,jesse14@example.org,+373 8721983028,"69324 Jennifer Plaza Apt. 905, Haroldview, MD 67322",24-11-2024,Gold,170.0,3335.28,2025-05-03 06:40:34,Sports,Cash,Chicago,MD,373
41,Breanna Elliott,mark59@example.net,+1 9845329433,"29664 Lauren Mountain Apt. 243, West Mary, NV 57114",19-11-2024,Silver,265.0,2521.36,2025-05-20 05:36:38,Electronics,Cash,Miami,NV,1
41,Breanna Elliott,mark59@example.net,+1 9845329433,"29664 Lauren Mountain Apt. 243, West Mary, NV 57114",19-11-2024,Silver,315.0,4539.88,2025-04-19 02:29:56,Clothing,Debit Card,Miami,NV,1
42,Mr. Andrew Austin,heather79@example.com,+1 7789181895,"200 Thomas Flat, South James, MP 96716",12-06-2025,Gold,Not Available,2532.5501263157894,Not Available,Not Available,Not Available,Not Available,MP,1
43,Kelsey Young,mckeeconnie@example.org,+1 2194201723,"8806 Davis Fall Suite 188, East Brenda, WI 95051",04-12-2024,Gold,823.0,130.85,2025-05-02 02:51:33,Sports,PayPal,Chicago,WI,1
44,Travis Neal,stewartkeith@example.org,+1 1181057470,"1024 Cynthia Way, East Christina, HI 44699",13-01-2025,Bronze,355.0,2607.5,2025-05-27 04:37:14,Clothing,Credit Card,Chicago,HI,1
45,Gordon Logan,robert26@example.org,+1 3065497811,"8399 Christopher Cliff Suite 911, Joshuashire, GU 04822",24-06-2023,Silver,683.0,4402.65,2025-04-03 07:27:30,Clothing,Debit Card,New York,GU,1
46,Felicia Noble,taylorcatherine@example.net,+1 1289103340,"Unit 7244 Box 4360, DPO AP 11537",23-10-2023,Gold,455.0,2156.67,2025-03-27 17:16:27,Beauty,Credit Card,Los Angeles,AP,1
47,Robin Hill,brownselena@example.net,+241 9667519199,"93477 Jose Ville Suite 818, Bethanyton, GA 79420",22-04-2024,Silver,Not Available,2532.5501263157894,Not Available,Not Available,Not Available,Not Available,GA,241
48,Julie Hardy,robert73@example.net,+356 4374182029,"167 Lisa Orchard Suite 613, Meredithport, MT 25662",03-12-2023,Gold,20.0,4357.9,2025-03-27 06:31:20,Electronics,Debit Card,New York,MT,356
48,Julie Hardy,robert73@example.net,+356 4374182029,"167 Lisa Orchard Suite 613, Meredithport, MT 25662",03-12-2023,Gold,463.0,1537.01,2025-06-17 03:01:40,Clothing,Debit Card,New York,MT,356
48,Julie Hardy,robert73@example.net,+356 4374182029,"167 Lisa Orchard Suite 613, Meredithport, MT 25662",03-12-2023,Gold,942.0,2828.92,2025-03-19 06:18:15,Sports,PayPal,Online,MT,356
49,Kevin Smith,joannewolfe@example.net,+1 2075651691,"346 Hill Meadow Suite 327, Port Kari, MP 75439",17-08-2023,Bronze,Not Available,2532.5501263157894,Not Available,Not Available,Not Available,Not Available,MP,1
50,Valerie Lee,jason40@example.org,+1 4063886679,"805 Silva Alley Suite 967, Kennethstad, ND 46111",06-04-2025,Gold,Not Available,2532.5501263157894,Not Available,Not Available,Not Available,Not Available,ND,1
51,David Garza,david garza@example.com,+1 3526386388,"USS Williams, FPO AA 77634",24-10-2023,Silver,Not Available,2532.5501263157894,Not Available,Not Available,Not Available,Not Available,AA,1
52,Andrew Strong,matthewreed@example.com,+1 8211134811,"925 Sean Oval, East Vanessa, MS 63313",25-10-2024,Bronze,Not Available,2532.5501263157894,Not Available,Not Available,Not Available,Not Available,MS,1
53,Phillip Brown,yjackson@example.org,+1 9333174041,"043 Bryant Avenue, Williamsview, WA 36043",30-05-2024,Bronze,180.0,4547.68,2025-04-26 12:07:15,Clothing,PayPal,Online,WA,1
54,James Phillips,lopezleon@example.org,+212 2498641562,"8743 Henderson Fields Apt. 075, New Scottview, MA 34681",25-05-2025,Bronze,938.0,608.46,2025-06-09 12:41:52,Electronics,Debit Card,New York,MA,212
55,Travis Stephenson,laura99@example.com,+1 7731005068,"USS Barton, FPO AA 45890",27-04-2025,Bronze,71.0,1594.86,2025-02-08 21:00:00,Electronics,Debit Card,Los Angeles,AA,1
56,Jaime Holmes,lisa60@example.net,+692 8826364687,"44759 Torres Ridges Apt. 554, Lake Williamburgh, MH 84701",18-02-2024,Gold,Not Available,2532.5501263157894,Not Available,Not Available,Not Available,Not Available,MH,692
57,Jade Murphy,mark29@example.com,+216 3156987292,"34817 Hayden Pass, North Christina, TN 32326",06-06-2025,Silver,Not Available,2532.5501263157894,Not Available,Not Available,Not Available,Not Available,TN,216
58,Kathleen Gardner,ibarker@example.com,+692 2583491915,"5093 Hicks Parkways Apt. 235, New Andre, MH 65217",18-09-2023,Gold,Not Available,2532.5501263157894,Not Available,Not Available,Not Available,Not Available,MH,692
59,Melissa Long,xholden@example.com,+1 4717176496,"PSC 2039, Box 9858, APO AA 70916",23-01-2025,Silver,37.0,1305.45,2025-06-04 00:50:59,Sports,Credit Card,New York,AA,1
60,Larry Malone,paulmunoz@example.net,+62 8005335421,"49877 Flores Burg, Lake Kimberly, ID 63294",01-10-2024,Bronze,859.0,3651.58,2025-03-01 11:49:14,Home,PayPal,Online,ID,62
60,Larry Malone,paulmunoz@example.net,+62 8005335421,"49877 Flores Burg, Lake Kimberly, ID 63294",01-10-2024,Bronze,918.0,4687.61,2025-01-21 04:28:40,Electronics,Cash,Miami,ID,62
60,Larry Malone,paulmunoz@example.net,+62 8005335421,"49877 Flores Burg, Lake Kimberly, ID 63294",01-10-2024,Bronze,996.0,712.47,2025-01-13 14:16:32,Electronics,Debit Card,New York,ID,62
61,Anthony Simon,katherinehudson@example.net,+972 7514993846,"46945 Jon Centers, Harrisport, IL 59333",17-07-2024,Silver,Not Available,2532.5501263157894,Not Available,Not Available,Not Available,Not Available,IL,972
62,Linda Li,martinmonica@example.net,+680 6751677317,"8280 Powell Islands, South Ellen, PW 58728",05-04-2024,Gold,517.0,519.34,2025-04-23 07:40:34,Home,Cash,Los Angeles,PW,680
63,Jade Gallegos,amandabaker@example.org,+1 2074484418,"7482 Rhonda Mountains Suite 820, West Andrew, KS 63932",26-08-2024,Gold,190.0,1400.65,2025-02-07 06:11:08,Clothing,Credit Card,New York,KS,1
63,Jade Gallegos,amandabaker@example.org,+1 2074484418,"7482 Rhonda Mountains Suite 820, West Andrew, KS 63932",26-08-2024,Gold,912.0,4903.78,2025-04-20 15:29:13,Beauty,Debit Card,Chicago,KS,1
64,Donna Gardner,csmith@example.org,+971 9976393866,"USCGC Sutton, FPO AE 02651",01-11-2024,Silver,561.0,1337.28,2025-03-18 18:51:40,Beauty,Credit Card,Online,AE,971
65,Ashley Barrett,allenhowe@example.net,+91 7312268083,"553 Lewis Springs, South Christineborough, IN 90284",15-06-2025,Bronze,476.0,2963.79,2025-03-29 21:13:33,Home,PayPal,New York,IN,91
66,Brenda Malone,anncarroll@example.net,+49 1766474955,"9903 Rogers Mill, Lebury, DE 97051",21-08-2024,Gold,241.0,2589.77,2025-04-01 20:06:14,Clothing,Credit Card,Chicago,DE,49
66,Brenda Malone,anncarroll@example.net,+49 1766474955,"9903 Rogers Mill, Lebury, DE 97051",21-08-2024,Gold,263.0,12.09,2025-04-30 23:15:41,Electronics,Cash,Miami,DE,49
66,Brenda Malone,anncarroll@example.net,+49 1766474955,"9903 Rogers Mill, Lebury, DE 97051",21-08-2024,Gold,954.0,3953.3,2025-01-17 10:46:21,Home,Debit Card,Online,DE,49
67,Amy Hogan,perry60@example.org,+1 8724445301,"5919 Daniel Coves Apt. 444, Williamsmouth, KY 47249",18-03-2025,Gold,50.0,4775.53,2025-01-05 08:26:47,Electronics,Debit Card,Online,KY,1
67,Amy Hogan,perry60@example.org,+1 8724445301,"5919 Daniel Coves Apt. 444, Williamsmouth, KY 47249",18-03-2025,Gold,65.0,3716.87,2025-04-11 18:34:23,Electronics,Cash,Online,KY,1
67,Amy Hogan,perry60@example.org,+1 8724445301,"5919 Daniel Coves Apt. 444, Williamsmouth, KY 47249",18-03-2025,Gold,855.0,4168.82,2025-01-24 21:28:16,Sports,Credit Card,Online,KY,1
68,Christopher Adkins,patricia48@example.com,+1 7812415264,"USNV Kennedy, FPO AA 06170",19-09-2024,Silver,Not Available,2532.5501263157894,Not Available,Not Available,Not Available,Not Available,AA,1
69,Lori Hernandez,meganeaton@example.org,+1 4022122965,"707 Reyes Expressway, Kristentown, NC 30977",17-05-2025,Bronze,286.0,336.8,2025-04-24 10:00:38,Beauty,Cash,Los Angeles,NC,1
70,Jessica Clark,ashley38@example.org,+1 8908045051,"2245 Carrillo Gardens Suite 585, East Lisashire, WI 34517",10-06-2024,Bronze,930.0,2156.22,2025-05-05 19:04:38,Beauty,Credit Card,Chicago,WI,1
71,Patrick Gibson,ashleygarner@example.org,+1 4018375441,"924 Riley Trail Suite 206, Lake Karenshire, RI 85236",13-09-2023,Gold,893.0,470.04,2025-03-29 13:05:44,Electronics,PayPal,Online,RI,1
72,Rhonda Turner,jcastillo@example.net,+356 1852768264,"94652 Johnson Island Apt. 038, Amyfurt, MT 55181",04-02-2024,Silver,Not Available,2532.5501263157894,Not Available,Not Available,Not Available,Not Available,MT,356
73,Cristian Hendrix,robbinseric@example.org,+1 6915101467,"58535 Jasmine Course Suite 995, East Jason, RI 44789",19-09-2024,Silver,604.0,210.52,2025-02-16 19:56:38,Sports,Cash,Chicago,RI,1
74,Tony Romero,tony romero@example.com,+1 1504838748,"92893 Lopez Key Apt. 330, South Latasha, NJ 01621",01-08-2023,Gold,Not Available,2532.5501263157894,Not Available,Not Available,Not Available,Not Available,NJ,1
75,Haley Jones,haley jones@example.com,+1 8431615799,"43986 Frost Forge, East Michellemouth, FL 84797",27-12-2024,Gold,Not Available,2532.5501263157894,Not Available,Not Available,Not Available,Not Available,FL,1
76,Michelle Johnston,jscott@example.com,+373 2148743984,"1516 Jason Cliff, West Stacyfurt, MD 62389",10-05-2024,Silver,43.0,4803.45,2025-03-14 23:35:06,Electronics,Cash,Miami,MD,373
77,Charles Johnson,william74@example.net,+1 8521772509,"2768 Sara Bridge, Lake Christopherhaven, CA 18902",18-02-2024,Bronze,Not Available,2532.5501263157894,Not Available,Not Available,Not Available,Not Available,CA,1
78,Danielle Pitts,davisamber@example.com,+1 3632316290,"660 Molina Brook, Hannahmouth, AZ 65681",13-12-2023,Gold,Not Available,2532.5501263157894,Not Available,Not Available,Not Available,Not Available,AZ,1
79,William Morales,hubbardhannah@example.com,+1 3851507567,"1267 Jeremy Causeway Suite 700, Sydneychester, ND 06265",13-12-2023,Gold,Not Available,2532.5501263157894,Not Available,Not Available,Not Available,Not Available,ND,1
80,Jason Hodge,brownamber@example.net,+355 9255486922,"18212 Tyler Circles Apt. 059, Bruceport, AL 44586",06-07-2024,Bronze,84.0,3686.68,2025-02-07 07:07:41,Electronics,Debit Card,Online,AL,355
81,Charles Fitzgerald,nicole67@example.com,+1 7904116415,"78180 Todd Loaf, Matthewbury, MO 31158",16-01-2025,Gold,Not Available,2532.5501263157894,Not Available,Not Available,Not Available,Not Available,MO,1
82,Kathy Wilson,devinvargas@example.com,+1 8009948107,"879 Lee Underpass Apt. 893, Bradleyfort, AS 32761",23-07-2023,Gold,298.0,2393.97,2025-04-21 01:10:20,Sports,Debit Card,Miami,AS,1
82,Kathy Wilson,devinvargas@example.com,+1 8009948107,"879 Lee Underpass Apt. 893, Bradleyfort, AS 32761",23-07-2023,Gold,509.0,1592.9,2025-04-22 20:49:51,Sports,Debit Card,Chicago,AS,1
82,Kathy Wilson,devinvargas@example.com,+1 8009948107,"879 Lee Underpass Apt. 893, Bradleyfort, AS 32761",23-07-2023,Gold,860.0,2913.33,2025-05-09 03:54:28,Clothing,PayPal,Los Angeles,AS,1
83,Hector Reyes,youngkevin@example.net,+216 3937523856,"559 Jeff Harbor, Port Molly, TN 77372",13-09-2023,Gold,94.0,4045.33,2025-05-03 21:04:04,Sports,Cash,Chicago,TN,216
83,Hector Reyes,youngkevin@example.net,+216 3937523856,"559 Jeff Harbor, Port Molly, TN 77372",13-09-2023,Gold,575.0,1024.05,2025-05-18 04:14:30,Clothing,PayPal,New York,TN,216
84,Tamara Lee,murrayjulie@example.com,+1 3731858370,"05734 Lester Bypass, Diamondmouth, GU 18366",14-04-2024,Gold,196.0,2123.96,2025-04-11 09:35:41,Sports,Cash,Los Angeles,GU,1
84,Tamara Lee,murrayjulie@example.com,+1 3731858370,"05734 Lester Bypass, Diamondmouth, GU 18366",14-04-2024,Gold,404.0,2763.52,2025-01-16 09:07:40,Electronics,PayPal,Online,GU,1
84,Tamara Lee,murrayjulie@example.com,+1 3731858370,"05734 Lester Bypass, Diamondmouth, GU 18366",14-04-2024,Gold,933.0,4427.79,2025-05-24 02:38:23,Electronics,PayPal,New York,GU,1
85,Joseph Potter,xhill@example.net,+216 2741436781,"801 Harrison Rue, Nicholasstad, TN 88446",27-05-2025,Bronze,656.0,4811.74,2025-05-29 18:52:01,Electronics,Debit Card,Chicago,TN,216
86,Shawn Frost,bgaines@example.net,+1 3287481050,"93770 Gabriel Harbor Suite 411, Kinghaven, MO 39887",22-01-2024,Gold,929.0,4256.47,2025-01-18 23:25:45,Sports,Cash,Chicago,MO,1
87,John Hale,lambthomas@example.org,+1 3116117366,"668 Michael Keys Apt. 506, East Rachelland, OH 75480",18-11-2023,Silver,73.0,1220.34,2025-02-25 16:03:40,Sports,Debit Card,Miami,OH,1
88,Rodney Cline,william79@example.org,+1 2951241265,"5978 Hopkins Highway Suite 577, Evanberg, MS 12159",11-04-2025,Gold,280.0,3938.93,2025-02-15 07:07:57,Home,Credit Card,Miami,MS,1
88,Rodney Cline,william79@example.org,+1 2951241265,"5978 Hopkins Highway Suite 577, Evanberg, MS 12159",11-04-2025,Gold,319.0,1055.23,2025-04-24 03:44:38,Clothing,Debit Card,Chicago,MS,1
89,Megan Black,patelchristina@example.com,+972 9962402982,"49958 Samuel Spring, New Brad, IL 86545",06-01-2024,Gold,869.0,3235.69,2025-01-06 11:55:47,Beauty,PayPal,Los Angeles,IL,972
90,Hannah Rivera,mooredanielle@example.net,+1 9313609110,"78924 Wood Estates, Tranfurt, OK 30512",31-05-2024,Bronze,351.0,2532.5501263157894,2025-04-21 01:00:10,Clothing,Credit Card,Los Angeles,OK,1
90,Hannah Rivera,mooredanielle@example.net,+1 9313609110,"78924 Wood Estates, Tranfurt, OK 30512",31-05-2024,Bronze,891.0,4080.14,2025-01-26 17:53:57,Clothing,Cash,Miami,OK,1
91,Chelsea Torres,brittney91@example.net,+1 9191227371,"42146 Valerie Hills Suite 077, Port Kevinbury, KY 02228",26-11-2023,Silver,497.0,3009.06,2025-01-29 11:28:51,Electronics,PayPal,Los Angeles,KY,1
92,Joseph Parks,kramertanya@example.org,+227 8765998100,"19819 Daniel Road, Vasquezburgh, NE 21885",23-06-2024,Gold,223.0,1713.16,2025-05-07 08:47:34,Home,Credit Card,Chicago,NE,227
92,Joseph Parks,kramertanya@example.org,+227 8765998100,"19819 Daniel Road, Vasquezburgh, NE 21885",23-06-2024,Gold,529.0,1300.84,2025-05-11 11:53:30,Beauty,Credit Card,Chicago,NE,227
